additions,assignees,AssignmentId,c_num,changed_files,CI_latency,CI_result,closer,collaborator_status,comments,commits,commits_on_files_touched,contributors_url,cores,deletions,experience,F_API_merged,F_Q1_core_s,F_Q1_other_s,F_Q1_support,F_Q2_a_core,F_Q2_a_other,F_Q2_alternate,F_Q3_dis_s,F_Q3_dis_s_bug,F_Q3_dis_s_constc,F_Q3_dis_s_improve,F_Q4_dis_p,F_Q4_dis_p_nf,F_Q4_dis_p_nv,F_Q5_implemented,F_Q5_merged,first_response,forks,HIT_ID,is_org,lables,mergeable_state,merged,milestones,num_comments,num_commits,open_issues,p_num,P1_Submitter,P2_Cores,P3_External,participants,perc_external_contribs,pr_link,prev_pullreqs,project_maturity,Q1_Support?,Q2_Alternate S?,Q3_Dis_Solution?,Q4_Dis_Problem?,Q5_Outcome?,requester_succ_rate,sloc,social_distance,src_churn,stars,submitter,submitter_status,team_size,watchers,WorkerId
620,0,3WOKGM4L724WIDE8XOTN56W1XIYO0P,17,9,,0,mikeal,TRUE,17,13,7,https://github.com/nodejs/TSC/graphs/contributors,"mikeal, williamkapke",35,2877,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,220,26,1325,0,0,clean,FALSE,0,17,13,61,8,mikeal,"mikeal, williamkapke, jasnell","RichardLitt, dscape, diasdavid, iancrowther, PatrickHeneise, dshaw, TheAlphaNerd, bevacqua, Fishrock123, cianomaidin, jeanleonino, gergelyke, georgewills",19,0.69,https://github.com/nodejs/TSC/pull/28,4,26,"Y,core|Y,others","Y,core",N,N,"Rej, not sure.",0.75,0,0,655,46,mikeal,1,1,46,ABFSVRWVFHZ6P
12,0,3VA45EW49OBWP2ZQT7XNJBFB18H1OD,21,1,1015,0,stuartwdouglas,FALSE,21,1,0,https://github.com/wildfly/wildfly/graphs/contributors,"bstansberry, stuartwdouglas, kabir",5,1754,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,295,1654,1403,0,1,clean,FALSE,0,21,1,86,4,gaohoward,"bstansberry, stuartwdouglas, kabir, ctomc, dmlloyd, emuckenhuber, darranl, pferraro, jaikiran,tdiesler, jmesnil, jamezp, n1hility, scottmarlow, rhusar, wolfc","howadgao, stuartwdouglas, wildfly-ci",6,0.07,https://github.com/wildfly/wildfly/pull/8556,3,1654,N,"Y,core","Y,bug|Y,inconsistency",N,"Rej, not sure.",0,32048,0,17,1718,gaohoward,0,25,1718,AMZVZJL54O491
62,1,31Z0PCVWUL3QDGJ0E40VEVCBD0DT79,15,3,129,0,jza70,FALSE,15,1,0,https://github.com/netty/netty/graphs/contributors,"trustin, normanmaurer, Scottmitch",7,1865,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,19,4176,1272,0,0,clean,FALSE,1,15,1,343,4,jza70,"trustin, normanmaurer, Scottmitch, fredericBregier, CruzBishop, nmittler, jestan, veebs",netkins,6,0,https://github.com/netty/netty/pull/4648,1,4176,"Y,core","Y,core","Y,bug|Y,improve","Y, no value",NN,0,12488,0,69,8224,jza70,0,4,8224,A1WSTW4R68I8KI
175,0,323Q6SJS8J4DN07BWTHIO4M4R3BHFA,9,1,,0,asfgit,FALSE,9,4,0,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",126,2676,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,74,10000,991,0,0,dirty,FALSE,0,9,4,451,6,vijaykiran,"mateiz, rxin, pwendell, davies, tdas, JoshRosen, srowen, ScrapCodes, ankurdave, jegonzal, holdenk, markhamstra mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout, jegonzal,  holdenk, markhamstra, mengxr","thunterdb, SparkQA",7,0.02,https://github.com/apache/spark/pull/10601,3,10000,"Y,core",N,N,N,"Rej, implemented.",0,26011,0,301,10712,vijaykiran,0,16,10712,ABFSVRWVFHZ6P
73,0,3JBT3HLQF9QB5YWZGIJU054DOT6PZP,9,2,,0,chenkie,FALSE,11,3,2,https://github.com/auth0/angular2-jwt/graphs/contributors,"chenkie, escardin",44,2037,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,11,161,1037,0,0,dirty,FALSE,0,11,3,42,4,captaincodeman,"chenkie, escardin, charsleysa",kudoz83,5,0.16,https://github.com/auth0/angular2-jwt/pull/16,1,161,"Y,core","Y,others","Y,improve","Y, no value","Rej, not sure.",0,18,0,117,615,CaptainCodeman,0,1,615,AMZVZJL54O491
901,0,3WJ1OXY92B4PYYPAI91KXQIEQXE8A0,10,15,,0,jonasschnelli,TRUE,10,3,18,https://github.com/bitcoin/bitcoin/graphs/contributors,"laanwj, sipa, gavinandresen",51,2185,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,128,6862,1049,0,1,dirty,FALSE,0,10,3,516,6,jonasschnelli,"laanwj, sipa, gavinandresen, theuni, theluematt, jonasschnelli, marcofalke, luke-jr","instagibbs, pointbiz, jgarzik",6,0.11,https://github.com/bitcoin/bitcoin/pull/7273,149,6862,N,N,"Y,bug",N,"Rej, not sure.",0.72,6810,0,952,10412,jonasschnelli,1,15,10412,AMZVZJL54O491
203,0,3X3OR7WPZ0O6UHGEF0QA64YPK8NL83,10,13,11,0,squid808,FALSE,10,7,16,https://github.com/google/google-api-dotnet-client/graphs/contributors,"davidwaters, peleyal, mmdriley",247,629,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,8,162,1058,0,1,dirty,FALSE,1,10,7,110,4,squid808,"davidwatersl,aiuto,chrsmith,peleyal","mmdriley,peleyal",5,0.81,https://github.com/google/google-api-dotnet-client/pull/650,2,162,"Y,core|Y,others","Y,core|Y,others","Y,bug","Y, no value","Rej, implemented.",0.5,31671,0,450,333,squid808,0,3,333,A1WTD5OHCQS3TG
477,0,3A9AA95ATXADYKCA9UCEB1XIOOV5PK,10,32,,0,hlinnaka,FALSE,10,8,135,https://github.com/greenplum-db/gpdb/graphs/contributors,"bmomjian, tglsfdc, petere",35,1338,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1437,483,1085,0,0,dirty,FALSE,0,10,8,109,5,atris,"bmomjian, tglsfdc, petere","gpdbdreddbot, ivannovick, hlinnaka, xinzweb",5,0.54,https://github.com/greenplum-db/gpdb/pull/253,3,483,N,N,N,"Y, no value","Rej, not sure.",0,112917,0,512,1671,atris,0,3,1671,A2JR05AXGBMG81
280,0,3C2NJ6JBKB5LW2HABWXO95PB4BYN2O,11,46,,1,rkuhn,FALSE,11,29,6,https://github.com/akka/akka/graphs/contributors,"viktorklang, patriknw, rkuhn",170,1888,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1176,2006,1103,0,1,dirty,FALSE,0,11,29,525,4,lolski,"ktoso,jrudolph,patriknw,johanandren,rkuhn,bantonsson,jboner,henrikengstrom,2m,pvlugter,viktorklang,RayRoestenburg,richdougherty,drewhk",akka-ci,5,0.11,https://github.com/akka/akka/pull/19332,4,2006,"Y,core","Y,core",N,N,"Rej, not sure.",0.75,11597,0,450,6290,lolski,0,12,6290,ABFSVRWVFHZ6P
625,0,30MVJZJNHN10DWBOH7KBQLG81RK9J3,11,12,,0,asfgit,FALSE,11,4,0,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",56,2093,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,598,10000,1110,0,0,dirty,FALSE,0,11,4,451,5,nongli,"mateiz, rxin, pwendell, davies, tdas, JoshRosen, srowen, ScrapCodes, ankurdave, jegonzal, holdenk, markhamstra","SparkQA, nongli, velvia, kiszk",7,0.02,https://github.com/apache/spark/pull/10593,26,10000,"Y,others","Y,core","Y,bug",N,Merged.,0,26011,0,681,10712,nongli,0,16,10712,ABFSVRWVFHZ6P
326,0,3KMS4QQVK3E4PQ8J2EKF1W2WJKXKFZ,12,26,,1,fiedl,FALSE,12,9,7,https://github.com/diaspora/diaspora/graphs/contributors,"jhass, maxwell, danielgrippi",11,1346,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,215,2793,1153,0,0,dirty,FALSE,0,12,9,387,5,fiedl,"jhass, maxwell, danielgrippi, sarahmei, Raven24, svbergerem, OhaiBBQ, fabianrbz, denniscollective, grzuy, Pistos, jaywink, ticho, stevenh512, manuels, DeadSuperHero","fiedl, disapora-code-review",6,0.03,https://github.com/diaspora/diaspora/pull/6612,1,2793,"Y,core","Y,core",N,N,"Rej, not sure.",0,2846,0,337,10962,fiedl,0,8,10962,ABFSVRWVFHZ6P
1463,0,37Q970SNZFWBNURJ0OEW3GPCYXM1SC,12,6,,0,asfgit,FALSE,12,5,0,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",0,2095,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,10000,1175,0,0,dirty,FALSE,0,12,5,451,6,nogli,"mateiz, rxin, pwendell, joshrosen, davies, tdas, liancheng, zsxwing","kiszk, robbinspg, a-roberts, yjshen, SparkQA, nongli,",8,0.02,https://github.com/apache/spark/pull/10628,27,10000,"Y,core",N,N,N,"Rej, implemented.",0,26011,0,1463,10712,nongli,0,16,10712,AMZVZJL54O491
272,0,3KIBXJ1WD6IYV3LC1H35OQBAAF5OKT,12,11,,0,stefansperber,FALSE,12,18,18,https://github.com/klarna/HiveRunner/graphs/contributors,"PelleUllberg, teabot",44,1416,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,16,29,1194,0,0,dirty,FALSE,0,12,18,9,4,stefansperber,"PelleUllberg, teabot,stefansperber","stefansperber,massdosage",5,0.11,https://github.com/klarna/HiveRunner/pull/25,1,29,"Y,core","Y,others","Y,bug",N,Merged.,0,241,0,316,68,stefansperber,0,3,68,ADUKAOL850DWV
492,0,39OWYR0EPLFZ9VX06TL6A4H7GTMFYS,13,2,,0,asfgit,FALSE,13,8,5,https://github.com/apache/incubator-zeppelin/graphs/contributors,"Leemoonsoo, anthonycorbacho, bzz",424,1393,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1409,1097,1212,0,0,dirty,FALSE,0,13,8,121,6,{},"Leemoonsoo, anthonycorbacho, bzz, minahlee, corneadoug","jongyoul, ahyoungryu, leemoonsoo, felixcheung, elbamos",6,0.01,https://github.com/apache/incubator-zeppelin/pull/604,7,1097,"Y,core","Y,others",N,N,Merged.,0,4175,0,916,2175,doanduyhai,0,4,2175,AMZVZJL54O491
143,1,37Z929RLGAWCWE3S27Y69M87QGFSTE,13,4,,0,justinsb,TRUE,13,2,3,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",36,2382,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,199,6032,1233,0,7,dirty,FALSE,1,13,2,5274,4,justinsb,"k8s-merge-robot, brendandburns, lavalamp, smarterclayton, thoockin, wojtek-t, caesarxuchao, derekwaynecarr, gmarek, mikedanese,nikhiljindal","googlebot, k8s-teamcity-mesosphere, therc, k8s-bot, quinton-hoole,",7,0.7,https://github.com/kubernetes/kubernetes/pull/19445,244,6032,"Y,core","Y,core",N,"Y,not fit.","Rej, implemented.",0.83,50350,0,179,18372,justinsb,0,70,18372,AMZVZJL54O491
2206,0,3A4NIXBJ77NLF6II910TBMZK4FXLMG,13,70,450,0,guobingkun,FALSE,13,1,14,https://github.com/druid-io/druid/graphs/contributors,"fjy, xvrl, gianm",355,282,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,45,943,1236,0,1,dirty,FALSE,1,13,1,568,5,guobingkun,"fjy, xvrl, gianm, nishantmonu51, cheddar, drcrallen","himanshug,",5,0.19,https://github.com/druid-io/druid/pull/2242,38,943,N,N,"Y,improve",N,"Rej, not sure.",0.92,13245,0,2561,3968,guobingkun,1,8,3968,AMZVZJL54O491
1127,0,3LYA37P8IRBEC9W3XCYJI6BB3GDKBC,14,15,,0,alcaeus,FALSE,14,7,72,https://github.com/alcaeus/mongo-php-adapter/graphs/contributors,"alcaeus, RageZBla",78,1511,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,942,27,1242,0,0,dirty,FALSE,0,14,7,5,3,ragezbla,"alcaeus, RageZBla, bashofmann","jmkola,",3,0.01,https://github.com/alcaeus/mongo-php-adapter/pull/20,6,27,"Y,core","Y,core","Y,bug",N,"Rej, not sure.",0.17,341,0,1205,104,RageZBla,0,1,104,AMZVZJL54O491
54,0,3WAKVUDHUX45DTYPE9Q5JRYDMGB7UZ,14,7,1056,0,xuorig,FALSE,14,1,1,https://github.com/activemerchant/active_merchant/graphs/contributors,"ntalbott, duff, melari",55,1287,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1961,1268,0,0,dirty,FALSE,0,14,1,121,4,xuorig,"ntalbott, duff, melari, soleone, jduff, bizla,",krysosterone,4,0.62,https://github.com/activemerchant/active_merchant/pull/1992,1,1961,N,N,N,"Y, no value","Rej, not sure.",0,5866,0,109,3453,xuorig,0,3,3453,AMZVZJL54O491
641,1,3OVHNO1VE7P2G1T9B9SZ0BNOA8OZD2,15,21,,0,colhom,TRUE,15,13,39,https://github.com/coreos/coreos-kubernetes/graphs/contributors,"aaronlevy, colhom",435,1571,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,332,1289,0,3,dirty,FALSE,0,15,13,139,4,colhom,"aaronlevy, colhom,bcwaldon,robszumski,pbx0,cgag,joshix",jeffb-stell,4,0.57,https://github.com/coreos/coreos-kubernetes/pull/240,9,332,"Y,core","Y,core","Y,improve|Y,inconsistency","Y,not fit.|Y, no value|Y,others","Rej, implemented.",0.67,174,0,1076,717,colhom,0,4,717,AKYJHE7UIR7FY
495,0,340UGXU9DZP7OJZLW7TLP5EG962VUG,16,2,,0,chinmaykolhatkar,FALSE,16,5,0,https://github.com/apache/incubator-apex-malhar/graphs/contributors,"tweise, amolhkekre, chandnisingh",0,238,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,396,108,1295,0,0,dirty,FALSE,0,16,5,31,4,chinmaykolhatkar,"siyuanh, nickholub, PramodSSImmaneni, ilooner, chaithu14, davidyan74, tushargosavi, gauravgopi123, tweise, sandeepdeshmukh, 243826, ashwinchandrap, andyperlitch, chandnisingh, sashadt",{},5,0.13,https://github.com/apache/incubator-apex-malhar/pull/157,1,108,"Y,core",N,"Y,improve|Y,inconsistency","Y,others","Rej, not sure.",0,10250,0,495,66,chinmaykolhatkar,0,9,66,ABFSVRWVFHZ6P
99,0,39ASUFLU6YVI3C7U6MFY98PY3SIXE4,16,4,1256,1,domcleal,TRUE,16,1,13,https://github.com/theforeman/foreman/graphs/contributors,"ohadlevy, domcleal, isratrade",106,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,225,565,1305,0,1,dirty,FALSE,0,16,1,87,7,dLobatog,"ohadlevy, domcleal, isratrade, bgupta, logicminds",theforeman-bot,7,0,https://github.com/theforeman/foreman/pull/3031,206,565,N,N,N,N,"Rej, implemented.",0.02,4214,0,205,1110,dLobatog,1,5,1110,ABFSVRWVFHZ6P
309,0,3NJM2BJS4XUYX5LPO4ZMP73SG9LCPB,17,17,,0,asfgit,TRUE,17,11,0,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",63,2579,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,139,10000,1326,0,0,dirty,FALSE,0,17,11,451,4,davies,"mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout","SparkQA, aray,",5,0.01,https://github.com/apache/spark/pull/10677,371,10000,N,"Y,core","Y,improve",N,Merged.,0,26011,0,372,10712,davies,0,16,10712,ABFSVRWVFHZ6P
143,0,3FTYUGLFSV949N9K4LLJB7GTABMD5K,18,1,,0,vijaykiran,FALSE,18,4,3,https://github.com/apache/spark/graphs/contributors,"mateiz, rxin, pwendell",118,2676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,818,10000,1334,0,0,dirty,FALSE,0,18,4,451,5,vijaykiran,"mateiz, rxin, pwendell, JoshRosen, tdas, ankurdave, srowen, marmbrus, ScrapCodes, aarondav, andrewor14, kayousterhout, jegonzal,  holdenk, markhamstra, mengxr","vijaykiran, SparkQA",5,0.02,https://github.com/apache/spark/pull/10598,1,10000,N,N,N,N,"Rej, implemented.",0,26011,0,261,10712,vijaykiran,0,16,10712,ABFSVRWVFHZ6P
117,0,3QUO65DNQVCCYZQOVV77UDK8C62UOV,18,11,,0,mikemcquaid,TRUE,18,12,0,https://github.com/Homebrew/homebrew/graphs/contributors,"BrewTestBot, jacknagel, adamv",19,2312,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,652,13988,1347,0,2,dirty,FALSE,0,18,12,1,6,MikeMcQuaid,"BrewTestBot, jacknagel, adamv, mikemcquaid, asparagui, domt4, xu-cheng, mxcl","dunn, ilovezfs,",7,0,https://github.com/Homebrew/homebrew/pull/47888,310,13989,"Y,core","Y,core",N,N,"Rej, implemented.",0.03,586,0,136,29468,mikemcquaid,1,9,29468,AMZVZJL54O491
810,0,33PPUNGG39TWHBCETANJ504SPBQZRN,19,4,,0,sindresorhus,FALSE,19,1,2,https://github.com/sindresorhus/ava-docs/graphs/contributors,"forresst, AlbertoFuente",0,680,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,460,36,1354,0,0,dirty,FALSE,0,19,1,2,3,AlbertoFuente,"forresst, AlbertoFuente, charbelrami, sohje, 5preco21, sindresorhus",{},3,1.2,https://github.com/sindresorhus/ava-docs/pull/7,1,36,"Y,core",N,"Y,improve",N,"Rej, implemented.",0,0,1,810,102,AlbertoFuente,0,1,102,A1WSTW4R68I8KI
50,1,3Z3ZLGNNSJIVKHQLVO3AW9P8EU63QA,19,2,187,0,josephsavona,FALSE,19,2,2,https://github.com/facebook/relay/graphs/contributors,"josephsavona, yungsters, steveluscher",3,2289,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,9,616,1356,0,1,dirty,FALSE,0,19,2,143,6,skevy,"josephsavona, yungsters, steveluscher, wincent, kassens","pthrasher, hzoo, dmitrysoshniikov,",7,1,https://github.com/facebook/relay/pull/714,2,616,"Y,core","Y,others",N,"Y, no value","Rej, not sure.",0,2331,0,53,7429,skevy,0,1,7429,AMZVZJL54O491
1857,1,3QL2OFSM976YUK9C8PMULIYXGWYNC8,19,26,,0,andrewimm,TRUE,19,10,53,https://github.com/ParsePlatform/Parse-SDK-JS/graphs/contributors,"andrewimm, peterdotjs",688,1874,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,276,1372,0,2,dirty,TRUE,1,19,10,57,6,{},"andrewimm, peterdotjs, wangmengyan95, stanleyw, gfosco","roddylindsay, grantland, hallucinogen, facebook-github-bot",7,0.29,https://github.com/ParsePlatform/Parse-SDK-JS/pull/164,9,276,"Y,core",,N,N,Merged.,1,767,0,2545,485,andrewimm,0,1,485,ABFSVRWVFHZ6P
51,0,3H7Z272LX8VR09FV1HSLSQTFAKELPJ,20,3,,0,jasnell,FALSE,20,1,0,https://github.com/nodejs/node/graphs/contributors,"ry, bnoordhuis, isaacs",0,2315,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,4928,1375,0,2,dirty,FALSE,0,20,1,905,6,feross,"ry, bnoordhuis, isaacs, indutny, piscisaureus, jasnell","tejasmanohar, feross",9,0.08,https://github.com/nodejs/node/pull/4518,1,4929,"Y,core",N,N,N,"Rej, implemented.",0,5349,0,51,28838,feross,1,18,28840,ABFSVRWVFHZ6P
229,0,3C6FJU71TRHOSDUQ1IG5W4IAQGSUYX,20,8,,0,JerrySievert,FALSE,20,3,0,https://github.com/plv8/plv8/graphs/contributors,"umitanuki, JerrySievert",190,2557,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1009,37,1387,0,0,dirty,FALSE,0,20,3,26,4,dacjames,"umitanuki, JerrySievert,itgacky","infusion, jerrysievert",4,0,https://github.com/plv8/plv8/pull/140,1,37,"Y,core","Y,core","Y,bug","Y, no value","Rej, not sure.",0,149,0,419,375,dacjames,0,0,375,AMZVZJL54O491
8,0,3K3R2QNK8CR9RCMIT6OPXNPJH6SU9R,21,1,1150,0,rkuhn,FALSE,21,1,0,https://github.com/akka/akka/graphs/contributors,"viktorklang, patriknw, rkuhn",1,2232,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,6,2006,1390,0,1,dirty,FALSE,0,21,1,525,6,briantopping,"viktorklang, patriknw, rkuhn,jboner,pvlugter,ktoso,bantonsson,krasserm,jrudolph","2beaucoup, akka-ci, briantopping",6,0.12,https://github.com/akka/akka/pull/19363,5,2006,"Y,core",N,"Y,bug","Y,others","Rej, not sure.",0.4,11597,0,9,6290,briantopping,0,12,6290,AMZVZJL54O491
0,0,3IQ1VMJRYU8PC38KN17YXMDPB7TA9X,21,0,,0,paramat,FALSE,21,0,4,https://github.com/minetest/minetest_game/graphs/contributors,"paramat, sofar",0,576,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,266,1402,0,0,dirty,FALSE,0,21,0,66,14,kilbith,"paramat, celeron55","MoNTE48, NathanSalapath, C1ffisme, Fixer-007, dragonpop, 0-afflatus",14,0.03,https://github.com/minetest/minetest_game/pull/777,16,267,"Y,core|Y,others","Y,others",N,N,"Rej, implemented.",0,325,0,0,467,kilbith,0,1,467,ABFSVRWVFHZ6P
31,0,3VBEN272MLN8R9HMI7ZZA3TI0OUGSK,22,5,201,0,mgreter,FALSE,22,1,22,https://github.com/sass/libsass/graphs/contributors,"mgreter, xzyfer",7,1025,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,613,358,1407,0,3,dirty,FALSE,1,22,1,61,5,am11,"mgreter, xzyfer, uberska","xzyfer, xoofx, saper, drewwells,",6,0.11,https://github.com/sass/libsass/pull/1821,28,358,"Y,core","Y,core",N,N,Merged.,0.79,1239,1,38,3312,am11,1,2,3312,AMZVZJL54O491
30,0,3IGI0VL6488Z396FYUVLGISE5HBNOD,22,2,,0,tomgco,FALSE,22,1,1,https://github.com/nodejs/node/graphs/contributors,"ry, bnoordhuis, isaacs",1,1850,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,4928,1416,0,2,dirty,FALSE,0,22,1,905,7,tomgco,"ry, bnoordhuis, isaacs, indutny, piscisaureus, jasnell","tomgco, kunalspathak",8,0.07,https://github.com/nodejs/node/pull/4585,11,4929,"Y,core","Y,others",N,N,"Rej, not sure.",0,5349,0,31,28838,tomgco,1,17,28840,ABFSVRWVFHZ6P
