additions,assignees,AssignmentId,c_num,changed_files,CI_latency,CI_result,closer,collaborator_status,comments,commits,commits_on_files_touched,contributors_url,cores,deletions,experience,F_API_merged,F_Q1_core_s,F_Q1_other_s,F_Q1_support,F_Q2_a_core,F_Q2_a_other,F_Q2_alternate,F_Q3_dis_s,F_Q3_dis_s_bug,F_Q3_dis_s_constc,F_Q3_dis_s_improve,F_Q4_dis_p,F_Q4_dis_p_nf,F_Q4_dis_p_nv,F_Q5_implemented,F_Q5_merged,first_response,forks,HIT_ID,is_org,lables,mergeable_state,merged,milestones,num_comments,num_commits,open_issues,p_num,P1_Submitter,P2_Cores,P3_External,participants,perc_external_contribs,pr_link,prev_pullreqs,project_maturity,Q1_Support?,Q2_Alternate S?,Q3_Dis_Solution?,Q4_Dis_Problem?,Q5_Outcome?,requester_succ_rate,sloc,social_distance,src_churn,stars,submitter,submitter_status,team_size,watchers,WorkerId
129,1,3P4RDNWND6UTOX4RL1QO3EFBKEQJI9,15,5,,0,dariusf,TRUE,15,6,20,https://github.com/HubTurbo/HubTurbo/graphs/contributors,"dariusf, lejolly, acruis",11,996,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,36,1271,0,1,unknown,TRUE,0,15,6,156,3,1140-filter-n-issues,"dariusf, lejolly, acruis, naomilwx",damithc,3,0.16,https://github.com/HubTurbo/HubTurbo/pull/1170,17,36,"Y,core","Y,core",N,N,Merged.,0.88,1511,0,140,21,codemanmeet,0,7,21,ABFSVRWVFHZ6P
734,0,3R3YRB5GRGRNWVWNLC2PTI03OWZAUS,15,7,,0,DeepDiver1975,TRUE,15,8,19,https://github.com/owncloud/core/graphs/contributors,"DeepDiver1975, icewind1991, PVince81",89,2552,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1425,1594,1277,0,2,unknown,TRUE,1,15,8,1745,6,rullzer,"tanghus, samtuke, blizzz, Xenopathic, nickvergessen, rullzer, PVince81, georgehrke, bantu, schiessle, ChristophWurst, eMerzh, Kondou-ger, FlorinPeter, icewind1991, LukasReschke, VicDeo, DeepDiver1975, jancborchardt, tomneedham, BernhardPosselt, butonic, MorrisJobke, bartv2",mention-bot,6,0.04,https://github.com/owncloud/core/pull/21532,229,1595,"Y,core",N,"Y,bug",N,Merged.,0.79,14669,0,823,4937,rullzer,0,17,4938,ABFSVRWVFHZ6P
93,0,33LKR6A5KF8C2U4YPOJMDLLY0HK1TN,16,11,181,0,iNecas,FALSE,16,1,37,https://github.com/theforeman/foreman_remote_execution/graphs/contributors,"ares, iNecas",84,1795,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,693,26,1294,0,0,unknown,TRUE,0,16,1,8,4,dlobatog,"ares, iNecas, stbenjam",none,4,0.1,https://github.com/theforeman/foreman_remote_execution/pull/96,5,26,"Y,core",N,N,"Y, no value",Merged.,1,318,0,177,12,dLobatog,1,3,12,AMZVZJL54O491
788,0,3LEP4MGT3HO6Y3QT5VCWETGLKERDBI,16,33,,1,juanignaciosl,TRUE,16,42,70,https://github.com/CartoDB/cartodb/graphs/contributors,"xavijam, javierarce, juanignaciosl",54,1633,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,15,344,1311,0,0,unknown,TRUE,0,16,42,1156,5,juanignaciosl,"xavijam, javierarce, juanignaciosl, viddo, gfiorav, javisantana, rafatower, Kartones, javitonino, matallo, nobuti, alonsogarciapablo, MariaCheca, ethervoid, piensaenpixel, zenitraM, luisbosque, iriberri, fdansv, rochoa, jgoizueta, saleiva, rilla, jesusvazquez, Xatpy, jmartinter, azamorano, acanimal, danicarrion, santisaez, csobier, pramsey, josecruz, ohasselblad, nick13jaremek, mbektas",houndci-bot,6,0.08,https://github.com/CartoDB/cartodb/pull/6378,323,344,"Y,core","Y,others",N,N,Merged.,0.96,18828,0,842,1314,juanignaciosl,0,17,1314,ABFSVRWVFHZ6P
548,1,34FNN24DCNX77Y4B0H8XOSQURZ6Y5Q,17,16,,0,sjrd,TRUE,17,2,2,https://github.com/scala-js/scala-js/graphs/contributors,"sjrd, gzm0, nicolasstucki",90,1833,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,161,239,1316,0,0,unknown,TRUE,0,17,2,105,3,sjrd,"sjrd, gzm0, nicolasstucki, andreaTP",scala-jenkins,3,0.13,https://github.com/scala-js/scala-js/pull/2141,381,239,"Y,core","Y,core",N,N,Merged.,0.96,4822,0,638,2682,sjrd,1,3,2682,AMZVZJL54O491
4,0,3YHH42UU5C3OCSBBKWDVDPS71B00LM,17,7,1191,0,jferris,TRUE,17,1,75,https://github.com/thoughtbot/suspenders/graphs/contributors,"croaky, jferris",50,2822,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1385,456,1324,0,0,unknown,TRUE,0,17,1,11,5,jferris,"croaky, jferris, tute, mike0burns, mjankowski","geoffharcourt, wagenet, toobulkeh, gylaz,  derekprior",7,0.96,https://github.com/thoughtbot/suspenders/pull/692,26,456,"Y,core","Y,core",N,"Y, no value",Merged.,0.54,57,0,54,2751,jferris,1,3,2751,AMZVZJL54O491
196,0,3LJ7UR74RI1VZGWXFAGC2KM9OLUN4C,18,3,,0,benanne,TRUE,18,2,7,https://github.com/lasagne/Lasagne/graphs/contributors,"f0k, benanne, craffel",0,1932,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,9,729,1350,0,0,unknown,TRUE,0,18,2,116,3,craffel,"f0k, benanne",{},3,0.22,https://github.com/lasagne/Lasagne/pull/570,18,729,"Y,core","Y,core",N,N,Merged.,1,724,1,196,2642,craffel,1,5,2643,ABFSVRWVFHZ6P
0,0,3D8YOU6S9F8M9TKKVZLDDDYHR5DU69,20,0,,0,gsherwood,FALSE,20,0,0,https://github.com/squizlabs/PHP_CodeSniffer/graphs/contributors,"gsherwood, klausi",0,1888,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,2,664,1373,0,1,unknown,TRUE,0,20,0,100,3,tim-bezhashvyly,"gsherwood, klausi, andrygrunwald, bpearson, jrfnl","tim-bezhashvyly, aik099",3,0.2,https://github.com/squizlabs/PHP_CodeSniffer/pull/840,1,664,"Y,core","Y,core","Y,bug",N,Merged.,1,2755,0,0,2864,tim-bezhashvyly,0,1,2864,AMZVZJL54O491
249,0,3NAPMVF0ZX3WTHPNVPGZD83L3QD27Z,21,15,,0,KevinCorcoran,TRUE,21,5,0,https://github.com/puppetlabs/puppet-server/graphs/contributors,"camlow325, cprice404, nwolfe",111,2387,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,72,107,1394,0,0,unknown,TRUE,0,21,5,3,5,haus,"camlow325, cprice404, nwolfe, dankreek, kevincorcoran, haus, nwolfe, jeffmccune, waynr","nathanielksmith,",6,0.02,https://github.com/puppetlabs/puppet-server/pull/849,10,107,"Y,core","Y,core","Y,inconsistency",N,Merged.,0.9,813,0,360,147,haus,1,9,147,AMZVZJL54O491
110,0,3MHW492WW11OBBUCN52ZYVXMVDNVMX,21,7,,0,davecgh,FALSE,21,8,5,https://github.com/btcsuite/btcd/graphs/contributors,"davecgh, dajohi, jrick",45,1602,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,50,260,1405,0,0,unknown,TRUE,0,21,8,54,4,zantx3,"davecgh, dajohi, jrick,jcvernaleo,drahn,roasbeef",wallclockbuilder,5,0.54,https://github.com/btcsuite/btcd/pull/598,16,260,"Y,core","Y,others",N,N,Merged.,0.69,4605,0,155,982,Roasbeef,1,3,982,AMZVZJL54O491
2,1,37M28K1J0R1EIFLT9DYBMGRS68NJAA,22,1,1301,0,GuillaumeSmaha,FALSE,22,5,0,https://github.com/LimeSurvey/LimeSurvey/graphs/contributors,"c-schmitz, jcleeland, Shnoulle",2,1476,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,376,1419,0,0,unknown,FALSE,0,22,5,29,3,guillaumesmaha,"c-schmitz, jcleeland, Shnoulle,olleharstedt, limesurvey-translations, tmswhite, mennodekker,",sammousa,4,0.04,https://github.com/LimeSurvey/LimeSurvey/pull/412,3,376,N,N,"Y,inconsistency","Y,not fit.|Y, no value","Rej, not sure.",0.33,40159,0,4,504,GuillaumeSmaha,0,8,504,AMZVZJL54O491
2214,0,3HMIGG0U4MUQUGNDYFF00C0LUWCY8C,22,158,1115,0,DavertMik,TRUE,22,1,154,https://github.com/Codeception/Codeception/graphs/contributors,"DavertMik, Naktibalda, tiger-seo",1685,2132,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1140,912,1420,0,0,unknown,TRUE,1,22,1,239,4,DavertMik,"samdark, FnTm, tiger-seo, niclopez, sergeyklay, janhenkgerritsen, Naktibalda, zbateson, raistlin, DavertMik",Green-Cat,5,0.21,https://github.com/Codeception/Codeception/pull/2711,16,912,"Y,core",N,"Y,improve",N,Merged.,0.94,2343,0,3899,2462,DavertMik,1,4,2462,ABFSVRWVFHZ6P
67,0,333U7HK6IA3CGMO5TNPDCHZYRBYJDQ,23,3,,0,MartinNowak,TRUE,23,5,6,https://github.com/D-Programming-Language/druntime/graphs/contributors,"MartinNowak, complexmath, WalterBright",2,1805,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1405,297,1421,0,0,unknown,TRUE,0,23,5,48,5,schveiguy,"MartinNowak, complexmath, WalterBright, rainers, cybeshadow, 9rnsr, alexp, braddr","yebblies, jmdavis, scheutzm, schvelguy",6,0.46,https://github.com/D-Programming-Language/druntime/pull/1459,24,297,"Y,core","Y,core","Y,bug|Y,improve","Y,others",Merged.,0.83,6555,0,69,419,schveiguy,1,8,420,AMZVZJL54O491
372,0,3LKC68YZ3BRPQ3FTQVM8C155YPGWO6,24,19,,0,poettering,FALSE,24,4,40,https://github.com/systemd/systemd/graphs/contributors,"poettering, kaysievers, keszybz",80,1595,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,688,617,1438,0,2,unknown,TRUE,0,24,4,512,7,ipuustin,"poettering, kaysievers, keszybz, teg, gregkh, dvdhrm, michich, zonque, martinpitt, evverx, haraldh, ronnychevalier, pfl, filbranden, mbiebl, whot","ipuustin, ewerx, amluto, gdamjan, pohly",7,0.08,https://github.com/systemd/systemd/pull/2265,1,617,N,"Y,core",N,N,Merged.,1,13991,0,452,1453,ipuustin,0,24,1453,ABFSVRWVFHZ6P
48,1,3RRCEFRB7N0TY770CKB3BPMF71P4BN,24,1,699,0,k8s-merge-robot,TRUE,24,1,1,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",6,1085,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,38,6032,1440,0,3,unknown,TRUE,0,24,1,5274,4,yifan-gu,"brendandburns, roberthbailey, zmerlynn, eparis, nikhiljindal, thockin, lavalamp, k8s-merge-robot, ArtfulCoder, mikedanese, saad-ali, vishh, wojtek-t, vmarmol, a-robinson, erictune, piosz, dchen1107, derekwaynecarr, jbeda, satnam6502, jlowdermilk, caesarxuchao, smarterclayton, justinsb, deads2k, gmarek, yujuhong, sttts, bgrant0607","k8s-bot, jonboulle, k8s-teamcity-mesosphere",8,0.7,https://github.com/kubernetes/kubernetes/pull/19306,149,6033,N,"Y,core",N,N,Merged.,0.84,50350,0,54,18372,yifan-gu,1,71,18373,ABFSVRWVFHZ6P
150,0,3PXX5PX6LYM80WNHLLLUOS8FZBRBAB,27,7,1020,0,sigmavirus24,FALSE,27,3,9,https://github.com/pdfkit/pdfkit/graphs/contributors,"jdpace, sigmavirus24",63,2768,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,317,1471,0,0,unknown,TRUE,0,27,3,29,3,ContinuityControl,"jdpace, devn, ceaess, cdwort, sigmavirus24, mdeering",{},3,1.67,https://github.com/pdfkit/pdfkit/pull/344,3,317,N,"Y,core",N,N,Merged.,0.67,58,0,213,2281,danbernier,0,2,2281,ABFSVRWVFHZ6P
171,0,3WETL7AQWUW6RV7NBWF7YYUHJ1K355,27,55,,0,jglick,FALSE,27,13,72,https://github.com/jenkinsci/workflow-plugin/graphs/contributors,"jglick, kohsuke",172,1592,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,10,460,1473,0,0,unknown,TRUE,0,27,13,6,7,recena,"jglick, kohsuke, tfennelly, abayer, jtnord, estheryouhana, oleg-nenashev",reviewbybees,8,0.12,https://github.com/jenkinsci/workflow-plugin/pull/296,11,460,N,"Y,core","Y,inconsistency",N,Merged.,0.82,0,0,343,982,recena,0,4,982,ABFSVRWVFHZ6P
2353,1,3ZR9AIQJUCXSEK4QE4EER8QWGXP04U,28,25,484,1,marc-mabe,FALSE,28,2,3,https://github.com/zendframework/zend-cache/graphs/contributors,"weierophinney, Maks3w, Ocramius",1,1453,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,162,33,1478,0,1,unknown,TRUE,1,28,2,15,4,kynx,"Freeaqingme, DASPRiD, marc-mabe, ezimuel, Maks3w, Ocramius, ralphschindler, weierophinney, EvanDotPro, akrabat","nyholm, aequasi",5,0.29,https://github.com/zendframework/zend-cache/pull/54,1,33,"Y,others","Y,others",N,N,Merged.,1,888,0,2354,17,kynx,0,3,17,ABFSVRWVFHZ6P
57,0,3O6CYIULEEPK38ZQMHYHB7XUF9WWU6,29,5,687,0,openshift-bot,TRUE,29,1,11,https://github.com/openshift/origin/graphs/contributors,"openshift-bot, smarterclayton, deads2k",13,796,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,138,1342,1488,0,0,unknown,TRUE,0,29,1,1152,5,csrwng,"openshift-bot, smarterclayton, deads2k, liggitt, kargakis, bparees, mfojtik, spadgett, fabianofranz",csrwing,5,0.07,https://github.com/openshift/origin/pull/6576,157,1342,"Y,core",N,N,N,Merged.,0.9,15488,0,70,2002,csrwng,0,31,2002,AMZVZJL54O491
835,1,37TD41K0AIXVAX1HGL3GKC83321CSI,30,21,,1,samcake,TRUE,30,39,36,https://github.com/highfidelity/hifi/graphs/contributors,"birarda, ZappoMan, Atlante45",681,850,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,9,259,1491,0,0,unknown,TRUE,0,30,39,56,4,zzmp,"zzmp, imgntn, jherico, birarda, hyperlogic, Ventrella, Atlante45, SamGondelman, sethalves, AndrewMeadows, kencooke, cozza13, chansensturm, ZappoMan, ericrius1, PhilipRosedale, RyanDowne, AlexanderOtavka, venkatn93, ey6es, samcake, huffman, howard-stearns, thoys",hifi-gustavo,5,0.02,https://github.com/highfidelity/hifi/pull/6772,16,259,"Y,core",N,"Y,improve",N,Merged.,0.88,20770,0,1516,452,zzmp,0,18,452,ABFSVRWVFHZ6P
5,0,3HFNH7HEMI2WET29Q3AUF3EHIZQGQA,27,1,,0,,FALSE,27,1,0,https://github.com/guard/guard/graphs/contributors,"netzpirat, e2, rymai",5,1247,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,275,432,10002,0,0,unknown,TRUE,0,27,1,42,6,thibaudgg,"netzpirat, e2, rymai, yannlugrin, thibaudgg","kierzniak, flori,",6,0.63,https://github.com/guard/guard/pull/156,1,432,"Y,core","Y,core|Y,others","Y,bug|Y,improve","Y,not fit.",Merged.,1,375,0,10,5146,,0,1,5146,AMZVZJL54O491
978,0,3OHYZ19UGDTSJQCQPQQGUC8E6A2AO6,10,60,,1,,TRUE,10,28,42,https://github.com/gitlabhq/gitlabhq/graphs/contributors,"randx, tsigo, DouweM",224,739,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,35,5090,10005,0,0,unknown,TRUE,1,10,28,0,3,Andrew8xx8,"maxlazio, jacobvosmaer, stanhu, rymai, Razer6, tmaczukin, vsizov, tsigo, NARKOZ, DouweM, riyad, jvanbaarsen, dosire, axilleas, randx",coveralls,5,0.19,https://github.com/gitlabhq/gitlabhq/pull/3351,14,5089,"Y,core",N,N,N,Merged.,0.86,8745,0,1202,18653,,0,12,18655,ABFSVRWVFHZ6P
36,0,3D3VGR7TA13VWI5L83SA1ZZDAGCR33,31,6,,0,,FALSE,31,2,3,https://github.com/gregbell/active_admin/graphs/contributors,"seanlinsley, gregbell, timoschilling",57,275,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,251,2547,10016,0,0,unknown,TRUE,0,31,2,233,10,tinynumbers,"seanlinsley, gregbell, timoschilling, pcreux, mattvague","smidwap, mwlang, socjopata, kars7e,",10,0.78,https://github.com/gregbell/active_admin/pull/1952,5,2547,"Y,core","Y,others",N,N,Merged.,0.6,846,0,93,6947,,0,3,6947,AMZVZJL54O491
761,0,3VW04L3ZLUUR9CYB1R5QXXA5ITDXXM,12,10,,0,,FALSE,10,6,0,https://github.com/xapi-project/xen-api/graphs/contributors,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa",0,153,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,476,159,10018,0,0,unknown,TRUE,0,10,6,27,6,grantmcwilliams,"johnelse, robhoes, jonludlam, simonjbeaumont, jonathanknowles, zli, rokstrnisa, thomassa","mattsface, robhoes, djs55,",6,0.1,https://github.com/xapi-project/xen-api/pull/957,1,159,"Y,core",N,N,N,Merged.,1,7011,0,761,222,,0,7,222,AMZVZJL54O491
0,0,3OONKJ5DKD7X20HIV4QCPNSKNLPBOP,14,0,,0,,FALSE,14,0,0,https://github.com/cfengine/design-center/graphs/contributors,"tzz, zzamboni, nickanderson",0,94,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,132,73,10019,0,0,unknown,TRUE,0,14,0,48,3,neihwatson,"tzz, zzamboni, nickanderson, bheilman,",none,3,0.28,https://github.com/cfengine/design-center/pull/14,1,73,"Y,core","Y,core",N,"Y, no value",Merged.,1,288,0,0,79,,0,2,79,AMZVZJL54O491
447,0,39ASUFLU6YVI3C7U6MFY98PZH5BXE3,15,16,,1,ultrasaurus,TRUE,15,30,51,https://github.com/18F/college-choice/graphs/contributors,"shawnbot, meiqimichelle",206,2342,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,7,59,1280,0,0,unknown,TRUE,0,15,30,214,4,shawnbot,"LisaGee, meiqimichelle, ErieMeyer, ultrasaurus, barkimedes, shawnbot, brownpl, kynetiv, hollyallen, yozlet","jjoteal, nickbristow, houndci-bot",5,0.4,https://github.com/18F/college-choice/pull/1418,119,59,N,"Y,core|Y,others",N,N,YY,0.93,467,0,653,246,shawnbot,0,1,246,ABFSVRWVFHZ6P
85,1,3WZ36BJEV44DFSMQRLCBJXY7WWUTBX,15,3,,0,304NotModified,TRUE,15,3,13,https://github.com/NLog/NLog/graphs/contributors,"jkowalski, 304NotModified, Xharze",40,804,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,723,689,1290,0,2,unknown,TRUE,1,15,3,222,4,304NotModified,"jkowalski, 304NotModified, Xharze, bhaeussermann, Page-Not-Found",codecov-io,4,0.22,https://github.com/NLog/NLog/pull/1157,145,689,"Y,others",,N,N,YY,0.82,4126,0,125,1968,304NotModified,1,2,1968,A38NFX88VZDMJ3
153,0,3H7XDTSHKDF1YQYV2C907SW4LJXGWN,16,16,425,0,sindresorhus,TRUE,16,1,1,https://github.com/sindresorhus/ava/graphs/contributors,"sindresorhus, jamestalmage",8,1002,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9,335,1293,0,0,unknown,TRUE,0,16,1,141,5,jamestalmage,"vdemedes, sindresorhus, jamestalmage, ariporad, novemberborn","kentcdodds, kevva",6,0.07,https://github.com/sindresorhus/ava/pull/407,71,335,"Y,core","Y,core",N,N,YY,0.55,335,1,161,7048,jamestalmage,1,4,7048,ABFSVRWVFHZ6P
1918,0,3SKEMFQBZ4TVABYWU0E9R4LB93A8KL,16,10,85,0,jujugui,TRUE,16,1,21,https://github.com/juju/charmstore/graphs/contributors,"jujugui, frankban, rogpeppe",30,2477,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1297,0,0,unknown,TRUE,0,16,1,42,5,rogpeppe,"jrwren, axw, jujugui, urosj, alesstimec, frankban, rogpeppe, jujubot","mhilton, fabricematrat",5,1.44,https://github.com/juju/charmstore/pull/503,158,23,"Y,core",N,N,N,YY,0.93,1657,0,1948,9,rogpeppe,1,4,9,ABFSVRWVFHZ6P
5318,0,3WQ3B2KGE94C68AHP2S1DRFC4BOB1N,16,60,,1,collin,TRUE,16,79,6,https://github.com/theonion/django-bulbs/graphs/contributors,"benghaziboy, csinchok, MichaelButkovic",44,2824,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1072,4,1312,0,0,unknown,TRUE,0,16,79,10,4,collin,"benghaziboy, csinchok, MichaelButkovic","mparent61, kand",6,0.02,https://github.com/theonion/django-bulbs/pull/96,2,4,"Y,core|Y,others",N,"Y,bug",N,YY,0.5,1196,0,5362,28,collin,1,4,28,AT9K95UXPKH3J
90,0,3MB8LZR5BGHQPIIFOPNDW97HT4RKL3,17,2,365,0,IntelOrca,FALSE,17,1,0,https://github.com/OpenRCT2/OpenRCT2/graphs/contributors,"IntelOrca, duncanspumpkin, marijnvdwerf",4,774,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,384,1315,0,0,unknown,TRUE,0,17,1,554,6,atmaxinger,"Gymnasiast, adrian17, IntelOrca, AaronVanGeffen, marijnvdwerf, janisozaur, zsilencer, duncanspumpkin, trigger-death","Broxzier, atmaxinger",6,0.19,https://github.com/OpenRCT2/OpenRCT2/pull/2616,9,384,"Y,core",N,"Y,improve",N,YY,1,18400,0,94,2230,atmaxinger,0,8,2230,ABFSVRWVFHZ6P
377,1,3YW4XOSQKR9R27JNPT9WIH70WDTU1M,17,8,,1,aertmann,TRUE,17,28,4,https://github.com/neos/neos-development-collection/graphs/contributors,"aertmann, kdambekalns, kitsunet",8,2124,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1191,92,1319,0,2,unknown,TRUE,0,17,28,435,4,dfeyer,"aertmann, kdambekalns, kitsunet, hlubek","gerhard-boden, aertmann, gerhard-boden",6,0.05,https://github.com/neos/neos-development-collection/pull/323,16,92,"Y,others","Y,core","Y,improve|Y,inconsistency",N,YY,0.75,13745,0,385,102,dfeyer,0,12,102,A2958TQAW43MP6
463,1,3SNLUL3WO5B4SENRI3RF2WGER6DULE,17,9,152,0,k8s-merge-robot,TRUE,17,1,4,https://github.com/kubernetes/kubernetes/graphs/contributors,"k8s-merge-robot, brendandburns, lavalamp",24,1142,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,30,6026,1320,0,5,unknown,TRUE,0,17,1,5271,4,caesarxuchao,"k8s-merge-robot, brendandburns, lavalamp, caesarxuchao, justinsb, derekwaynecarr, mikedanese",k8s-teamcity-mesosphere,6,0.69,https://github.com/kubernetes/kubernetes/pull/19267,271,6026,N,"Y,core","Y,improve","Y, no value",YY,0.89,50350,0,487,18361,caesarxuchao,1,71,18361,A1M6A01CROTF3K
95,0,3Z2R0DQ0JI2H2W4XIXU5JIV2ZHBE29,18,6,,0,lsmith77,FALSE,18,11,25,https://github.com/FriendsOfSymfony/FOSRestBundle/graphs/contributors,"lsmith77, Ener-Getick, xabbuh",11,769,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,17,565,1331,0,1,unknown,TRUE,1,18,11,81,4,Ma27,"lsmith77, Ener-Getick, xabbuh, everzet",SofHad,5,0.13,https://github.com/FriendsOfSymfony/FOSRestBundle/pull/1299,1,565,"Y,core","Y,core","Y,improve",N,YY,1,564,0,106,1419,Ma27,0,3,1419,A38NFX88VZDMJ3
331,0,30LB5CDZNDY8HHSFZX44L435QJZ0Z4,18,50,,0,wintersteiger,FALSE,18,16,112,https://github.com/Z3Prover/z3/graphs/contributors,"NikolajBjorner, wintersteiger, leodemoura",302,1986,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147,323,1337,0,2,unknown,TRUE,0,18,16,55,4,https://github.com/wintersteiger,"NikolajBjorner, wintersteiger, leodemoura",https://github.com/cheshire,4,0.05,https://github.com/Z3Prover/z3/pull/401,1,323,"Y,core",N,N,N,YY,1,17749,0,633,1838,cheshire,0,5,1839,AT9K95UXPKH3J
72,1,3FTF2T8WLS6MJGBNO63QFBAGFQLW9V,18,2,715,1,bors,TRUE,18,2,4,https://github.com/rust-lang/rust/graphs/contributors,"bors, brson, alexcrichton",27,1093,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3648,1338,0,1,unknown,TRUE,0,18,2,2880,7,bluss,"lkuper, thestinger, alexcrichton, erickt, jbclements, bors, pnkfelix, bblum, steveklabnik, nikomatsakis, graydon, catamorphism, eddyb, pcwalton, petrochenkov, brson, eholk","rust-highfive, shepmaster, Grankro, dotdash, ranma42",8,0.99,https://github.com/rust-lang/rust/pull/30740,148,3649,"Y,others","Y,core",N,N,YY,0.57,25133,0,99,18983,bluss,0,47,18983,ABFSVRWVFHZ6P
227,0,32SVAV9L3GX3X1J46S6O69A3KA23AR,18,6,149,0,rkuhn,TRUE,18,1,5,https://github.com/akka/akka/graphs/contributors,"viktorklang, patriknw, rkuhn",26,1761,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,34,2007,1342,0,1,unknown,TRUE,0,18,1,520,6,johanandren,"viktorklang, patriknw, rkuhn, jboner, pvlugter","ktoso, patriknw",7,0.12,https://github.com/akka/akka/pull/19384,36,2007,N,"Y,others","Y,improve",N,YY,0.89,11597,0,253,6287,johanandren,0,12,6287,A1M6A01CROTF3K
0,0,3DR23U6WE62BMVYA1CE1K54T499TE2,18,0,,0,bcipolli,TRUE,18,0,9,https://github.com/caciviclab/disclosure-backend/graphs/contributors,"palewire, bcipolli, aboutaaron",0,1008,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1422,18,1344,0,0,unknown,TRUE,1,18,0,35,3,bcipolli,"tdooner, aboutaaron, mikeubell, palewire, armendariz, bcipolli, adborden",{},4,0.53,https://github.com/caciviclab/disclosure-backend/pull/124,18,18,"Y,core",N,N,N,YY,0.94,220,0,0,10,bcipolli,0,2,10,ABFSVRWVFHZ6P
35,0,31EUONYN2WRCBEFO0LHCQZMR3GTVOM,18,3,1167,0,zpao,FALSE,18,1,4,https://github.com/facebook/react/graphs/contributors,"zpao, spicyj, jimfb",1,1018,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,13,9554,1345,0,2,unknown,TRUE,0,18,1,587,5,jontewks,"fisherwebdev, acdlite, gaearon, subtleGradient, jimfb, syranide, jordwalke, vjeux, hellendag, keyanzhang, zpao, mcsheffrey, yungsters, cpojer, bgw, sebmarkbage, petehunt, benjamn, spicyj, chenglou","facebook-github-bot, rickbeerendonk",7,0.34,https://github.com/facebook/react/pull/5811,4,9554,"Y,core","Y,core",N,N,YY,1,2908,0,36,53784,jontewks,0,9,53785,ABFSVRWVFHZ6P
190340,0,3WEV0KO0ONG5FP7VGHYR4IQLZJUDS9,18,838,,0,obscuren,TRUE,18,4,85,https://github.com/ethereum/go-ethereum/graphs/contributors,"obscuren, fjl, karalabe",9688,746,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1036,830,1351,0,3,unknown,TRUE,1,18,4,315,6,obscuren,"obscuren, fjl, karalabe, zelig, maran, wanderer, zsfelfoldi, SilentCicero, #19ethers","robotally, codecov-io, Gustav-Simonsson,  tgerring",7,0.04,https://github.com/ethereum/go-ethereum/pull/2116,178,830,"Y,others","Y,others","Y,bug","Y, no value",YY,0.89,4536,0,200028,2417,obscuren,1,6,2417,A2958TQAW43MP6
